278.15,815.5,293.15,0.00174,300,0.11,293.76,2015
283.15,811.86,303.15,0.00145,350,0.1,334.15,2153
293.15,804.59,313.15,0.00123,400,0.93,373.42,2305
303.15,797.33,323.15,0.00105,,,434.65,2531
313.15,790.05,333.15,0.00091,,,,
323.15,782.76,343.15,0.0008,,,,
333.15,775.44,353.15,0.00071,,,,
343.15,768.09,363.15,0.000636,,,,
,,373.15,0.000573,,,,
